id	name	namespace	CTAffiliated	BrainAffiliated	def
GO:0033138	positive regulation of peptidyl-serine phosphorylation	biological_process	F		Any process that activates or increases the frequency, rate or extent of the phosphorylation of peptidyl-serine. [GOC:mah]
GO:0033209	tumor necrosis factor-mediated signaling pathway	biological_process	F		The series of molecular signals initiated by tumor necrosis factor binding to its receptor on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription. [GOC:mah, GOC:signaling]
GO:0033344	cholesterol efflux	biological_process	F		The directed movement of cholesterol, cholest-5-en-3-beta-ol, out of a cell or organelle. [GOC:sart]
GO:0033574	response to testosterone	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a testosterone stimulus. [GOC:sl]
GO:0033617	mitochondrial cytochrome c oxidase assembly	biological_process	F		The aggregation, arrangement and bonding together of a set of components to form respiratory chain complex IV (also known as cytochrome c oxidase) in the mitochondrial inner membrane. [GOC:mah]
GO:0033627	cell adhesion mediated by integrin	biological_process	F		The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via an integrin, a heterodimeric adhesion receptor formed by the non-covalent association of particular alpha and beta subunits. [GOC:add, PMID:12213832, PMID:14754902]
GO:0033674	positive regulation of kinase activity	biological_process	F		Any process that activates or increases the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule. [GOC:mah]
GO:0034063	stress granule assembly	biological_process	F		The aggregation, arrangement and bonding together of proteins and RNA molecules to form a stress granule. [GOC:mah, PMID:17392519]
GO:0034067	protein localization to Golgi apparatus	biological_process	F		A process in which a protein is transported to, or maintained in, a location within the Golgi apparatus. [GOC:mah]
GO:0034097	response to cytokine	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus. [GOC:sl]
GO:0034113	heterotypic cell-cell adhesion	biological_process	F		The attachment of a cell to a cell of a different type via adhesion molecules. [GOC:add]
GO:0034198	cellular response to amino acid starvation	biological_process	F		Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of amino acids. [GOC:ecd]
GO:0034220	monoatomic ion transmembrane transport	biological_process	F		A process in which a monoatomic ion is transported across a membrane. Monatomic ions (also called simple ions) are ions consisting of exactly one atom. [GOC:mah]
GO:0034243	regulation of transcription elongation by RNA polymerase II	biological_process	F		Any process that modulates the frequency, rate or extent of transcription elongation, the extension of an RNA molecule after transcription initiation and promoter clearance by the addition of ribonucleotides, catalyzed by RNA polymerase II. [GOC:mah, GOC:txnOH]
GO:0034260	negative regulation of GTPase activity	biological_process	F		Any process that stops or reduces the rate of GTP hydrolysis by a GTPase. [GO_REF:0000058, GOC:mah, GOC:rb, GOC:TermGenie, PMID:16143306, PMID:24335649]
GO:0034332	adherens junction organization	biological_process	T		A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an adherens junction. An adherens junction is a cell-cell junction composed of the epithelial cadherin-catenin complex at which the cytoplasmic face of the plasma membrane is attached to actin filaments. [GOC:aruk, GOC:bc, GOC:dph, GOC:jl, GOC:mah]
GO:0034341	response to type II interferon	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-gamma stimulus. Interferon-gamma is also known as type II interferon. [GOC:add, ISBN:0126896631, PMID:15546383]
GO:0034394	protein localization to cell surface	biological_process	F		A process in which a protein is transported to, or maintained in, a location within the external part of the cell wall and/or plasma membrane. [GOC:mah]
GO:0034446	substrate adhesion-dependent cell spreading	biological_process	F		The morphogenetic process that results in flattening of a cell as a consequence of its adhesion to a substrate. [GOC:mah, GOC:pf, PMID:17050732]
GO:0034504	protein localization to nucleus	biological_process	F		A process in which a protein transports or maintains the localization of another protein to the nucleus. [GOC:ecd]
GO:0034587	piRNA processing	biological_process	F		A process leading to the generation of a functional piRNA. piRNAs (Piwi-associated RNAs) are a class of 24- to 30-nucleotide RNAs derived from repeat or complex DNA sequence elements and processed by a Dicer-independent mechanism. [GOC:kmv, PMID:23329111, PMID:24696457, PMID:34724117]
GO:0034599	cellular response to oxidative stress	biological_process	F		Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals. [GOC:mah]
GO:0034605	cellular response to heat	biological_process	F		Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism. [GOC:mah]
GO:0034612	response to tumor necrosis factor	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a tumor necrosis factor stimulus. [GOC:mah]
GO:0034614	cellular response to reactive oxygen species	biological_process	F		Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals. [GOC:mah]
GO:0034620	cellular response to unfolded protein	biological_process	F		Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an unfolded protein stimulus. [GOC:mah]
GO:0034644	cellular response to UV	biological_process	F		Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers. [GOC:mah]
GO:0034765	regulation of monoatomic ion transmembrane transport	biological_process	F		Any process that modulates the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other. [GOC:mah]
GO:0034976	response to endoplasmic reticulum stress	biological_process	F		Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stress acting at the endoplasmic reticulum. ER stress usually results from the accumulation of unfolded or misfolded proteins in the ER lumen. [GOC:cjm, GOC:mah]
GO:0035019	somatic stem cell population maintenance	biological_process	T		Any process by which an organism retains a population of somatic stem cells, undifferentiated cells in the embryo or adult which can undergo unlimited division and give rise to cell types of the body other than those of the germ-line. [GOC:bf, ISBN:0582227089]
GO:0035023	regulation of Rho protein signal transduction	biological_process	F		Any process that modulates the frequency, rate or extent of Rho protein signal transduction. [GOC:bf]
GO:0035024	negative regulation of Rho protein signal transduction	biological_process	F		Any process that stops, prevents, or reduces the frequency, rate or extent of Rho protein signal transduction. [GOC:bf]
GO:0035025	positive regulation of Rho protein signal transduction	biological_process	F		Any process that activates or increases the frequency, rate or extent of Rho protein signal transduction. [GOC:bf]
GO:0035082	axoneme assembly	biological_process	T	T	The assembly and organization of an axoneme, the bundle of microtubules and associated proteins that forms the core of cilia (also called flagella) in eukaryotic cells and is responsible for their movements. [GOC:bf, GOC:cilia, GOC:jl, ISBN:0815316194]
GO:0035094	response to nicotine	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nicotine stimulus. [GOC:bf, GOC:ef, ISBN:0198506732, ISBN:0582227089]
GO:0035115	embryonic forelimb morphogenesis	biological_process	T		The process, occurring in the embryo, by which the anatomical structures of the forelimb are generated and organized. The forelimbs are the front limbs of an animal, e.g. the arms of a human. [ISBN:0198612001]
GO:0035116	embryonic hindlimb morphogenesis	biological_process	T		The process, occurring in the embryo, by which the anatomical structures of the hindlimbs are generated and organized. The hindlimbs are the posterior limbs of an animal. [ISBN:0198612001]
GO:0035176	social behavior	biological_process	F		Behavior directed towards society, or taking place between members of the same species. Occurs predominantly, or only, in individuals that are part of a group. [GOC:jh2, PMID:12848939, Wikipedia:Social_behavior]
GO:0035235	ionotropic glutamate receptor signaling pathway	biological_process	F		The series of molecular signals initiated by glutamate binding to a glutamate receptor on the surface of the target cell, followed by the movement of ions through a channel in the receptor complex, and ending with the regulation of a downstream cellular process, e.g. transcription. [GOC:signaling, ISBN:0198506732]
GO:0035249	synaptic transmission, glutamatergic	biological_process	T		The vesicular release of glutamate from a presynapse, across a chemical synapse, the subsequent activation of glutamate receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse. [GOC:dos]
GO:0035264	multicellular organism growth	biological_process	F		The increase in size or mass of an entire multicellular organism, as opposed to cell growth. [GOC:bf, GOC:curators, GOC:dph, GOC:tb]
GO:0035265	organ growth	biological_process	F		The increase in size or mass of an organ. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that function together as to perform a specific function. [GOC:bf, ISBN:0471245208, ISBN:0721662544]
GO:0035307	positive regulation of protein dephosphorylation	biological_process	F		Any process that activates or increases the frequency, rate or extent of removal of phosphate groups from a protein. [GOC:bf]
GO:0035335	peptidyl-tyrosine dephosphorylation	biological_process	F		The removal of phosphoric residues from peptidyl-O-phospho-tyrosine to form peptidyl-tyrosine. [GOC:bf]
GO:0035458	cellular response to interferon-beta	biological_process	F		Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-beta stimulus. Interferon-beta is a type I interferon. [GOC:sl]
GO:0035521	obsolete monoubiquitinated histone deubiquitination	biological_process	F		OBSOLETE. The removal of the ubiquitin group from a monoubiquitinated histone protein. [GOC:bf, PMID:20436459]
GO:0035522	obsolete monoubiquitinated histone H2A deubiquitination	biological_process	F		OBSOLETE. The removal of the ubiquitin group from a monoubiquitinated histone H2A protein. [GOC:bf, PMID:18226187, PMID:20436459]
GO:0035556	intracellular signal transduction	biological_process	F		The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell. [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]
GO:0035567	non-canonical Wnt signaling pathway	biological_process	F		A type of Wnt signaling pathway in which Wnt binding to its receptor on the surface of a target cell results in the by propagation of the molecular signals via effectors other than beta-catenin. [PMID:37804416]
GO:0035584	calcium-mediated signaling using intracellular calcium source	biological_process	F		The series of molecular signals in which a cell uses calcium ions released from an intracellular store to convert a signal into a response. [GOC:bf, GOC:BHF, PMID:20192754]
GO:0035633	maintenance of blood-brain barrier	biological_process	T	T	Maintaining the structure and function of the blood-brain barrier, thus ensuring specific regulated transport of substances (e.g. macromolecules, small molecules, ions) into the brain, and out of the brain into the blood circulation. [GOC:aruk, GOC:bc, GOC:bf, GOC:sl, PMID:20080302, PMID:30280653]
GO:0035725	sodium ion transmembrane transport	biological_process	F		A process in which a sodium ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore. [GOC:vw]
GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus	biological_process	F		Any process that increases the frequency, rate or extent of the regulated release of insulin that contributes to the response of a cell to glucose. [GOC:bf, GOC:yaf]
GO:0035855	megakaryocyte development	biological_process	T		The process whose specific outcome is the progression of a megakaryocyte cell over time, from its formation to the mature structure. Megakaryocyte development does not include the steps involved in committing a cell to a megakaryocyte fate. A megakaryocyte is a giant cell 50 to 100 micron in diameter, with a greatly lobulated nucleus, found in the bone marrow. [CL:0000556, GOC:BHF, GOC:vk]
GO:0035904	aorta development	biological_process	T		The progression of the aorta over time, from its initial formation to the mature structure. An aorta is an artery that carries blood from the heart to other parts of the body. [GOC:bf, GOC:dgh, MA:0000062, UBERON:0000947, Wikipedia:Aorta]
GO:0035914	skeletal muscle cell differentiation	biological_process	T		The process in which a relatively unspecialized cell acquires specialized features of a skeletal muscle cell, a somatic cell located in skeletal muscle. [CL:0000188, GOC:BHF, GOC:vk]
GO:0035924	cellular response to vascular endothelial growth factor stimulus	biological_process	T		Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a vascular endothelial growth factor stimulus. [GOC:BHF, GOC:rl, PMID:18440775]
GO:0035987	endodermal cell differentiation	biological_process	T		The process in which a relatively unspecialized cell acquires the specialized features of an endoderm cell, a cell of the inner of the three germ layers of the embryo. [CL:0000223, GOC:yaf, PMID:17624332]
GO:0035994	response to muscle stretch	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a myofibril being extended beyond its slack length. [GOC:BHF, GOC:vk, PMID:14583192]
GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	biological_process	F		The chemical reactions and pathways resulting in the formation of phosphatidylinositol-3-phosphate, a phosphatidylinositol monophosphate carrying the phosphate group at the 3-position. [GOC:al, GOC:vw]
GO:0036120	cellular response to platelet-derived growth factor stimulus	biological_process	T		Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a platelet-derived growth factor stimulus. [GOC:yaf]
GO:0036158	outer dynein arm assembly	biological_process	T	T	The aggregation, arrangement and bonding together of a set of components to form an axonemal dynein outer arm, an outer arm structure present on the outer doublet microtubules of ciliary and flagellar axonemes. [GOC:BHF, GOC:vk, PMID:19944400]
GO:0036211	protein modification process	biological_process	F		The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification). [GOC:bf, GOC:jl]
GO:0036258	multivesicular body assembly	biological_process	F		The aggregation, arrangement and bonding together of a set of components to form a multivesicular body, a type of late endosome in which regions of the limiting endosomal membrane invaginate to form internal vesicles; membrane proteins that enter the internal vesicles are sequestered from the cytoplasm. [GOC:sart, PMID:11566881, PMID:19571114]
GO:0036297	interstrand cross-link repair	biological_process	F		Removal of a DNA interstrand crosslink (a covalent attachment of DNA bases on opposite strands of the DNA) and restoration of the DNA. DNA interstrand crosslinks occur when both strands of duplex DNA are covalently tethered together (e.g. by an exogenous or endogenous agent), thus preventing the strand unwinding necessary for essential DNA functions such as transcription and replication. [GOC:vw, PMID:16464006, PMID:22064477]
GO:0038095	Fc-epsilon receptor signaling pathway	biological_process	T		The series of molecular signals initiated by the binding of the Fc portion of immunoglobulin E (IgE) to an Fc-epsilon receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. The Fc portion of an immunoglobulin is its C-terminal constant region. [GOC:phg, PMID:12413516, PMID:15048725]
GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	biological_process	F		An Fc-gamma receptor signaling pathway that contributes to the endocytic engulfment of external particulate material by phagocytes. [GOC:phg, PMID:12488490, PMID:15466916]
GO:0039702	viral budding via host ESCRT complex	biological_process	F		Viral budding which uses a host ESCRT protein complex, or complexes, to mediate the budding process. [UniProtKB-KW:KW-1187, VZ:1536]
GO:0040014	regulation of multicellular organism growth	biological_process	F		Any process that modulates the frequency, rate or extent of growth of the body of an organism so that it reaches its usual body size. [GOC:dph, GOC:ems, GOC:tb]
GO:0040018	positive regulation of multicellular organism growth	biological_process	F		Any process that activates or increases the frequency, rate or extent of growth of an organism to reach its usual body size. [GOC:dph, GOC:go_curators, GOC:tb]
GO:0042026	protein refolding	biological_process	F		The process carried out by a cell that restores the biological activity of an unfolded or misfolded protein, using helper proteins such as chaperones. [GOC:mb]
GO:0042060	wound healing	biological_process	F		The series of events that restore integrity to a damaged tissue, following an injury. [GOC:bf, PMID:15269788]
GO:0042073	intraciliary transport	biological_process	F		The bidirectional movement of large protein complexes along microtubules within a cilium, mediated by motor proteins. [GOC:cilia, GOC:kmv, PMID:17981739, PMID:18180368, PMID:22869374, Reactome:R-HSA-5620924.2]
GO:0042098	T cell proliferation	biological_process	T		The expansion of a T cell population by cell division. Follows T cell activation. [GOC:jl]
GO:0042100	B cell proliferation	biological_process	T		The expansion of a B cell population by cell division. Follows B cell activation. [GOC:jl]
GO:0042102	positive regulation of T cell proliferation	biological_process	T		Any process that activates or increases the rate or extent of T cell proliferation. [GOC:ai]
GO:0042104	positive regulation of activated T cell proliferation	biological_process	T		Any process that activates or increases the rate or extent of activated T cell proliferation. [GOC:jl]
GO:0042110	T cell activation	biological_process	T		The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific. [GOC:mgi_curators, ISBN:0781735149]
GO:0042113	B cell activation	biological_process	T		The change in morphology and behavior of a mature or immature B cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific. [GOC:mgi_curators, ISBN:0781735149]
GO:0042116	macrophage activation	biological_process	F		A change in morphology and behavior of a macrophage resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor. [GOC:mgi_curators, ISBN:0781735149, PMID:14506301]
GO:0042127	regulation of cell population proliferation	biological_process	F		Any process that modulates the frequency, rate or extent of cell proliferation. [GOC:jl]
GO:0042130	negative regulation of T cell proliferation	biological_process	T		Any process that stops, prevents or reduces the rate or extent of T cell proliferation. [GOC:jl]
GO:0042147	retrograde transport, endosome to Golgi	biological_process	F		The directed movement of membrane-bounded vesicles from endosomes back to the trans-Golgi network where they are recycled for further rounds of transport. [GOC:jl, PMID:10873832, PMID:16936697]
GO:0042149	cellular response to glucose starvation	biological_process	F		Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of glucose. [GOC:jl]
GO:0042177	negative regulation of protein catabolic process	biological_process	F		Any process that stops, prevents or reduces the frequency, rate or extent of protein catabolic process. [GO_REF:0000058, GOC:kmv, GOC:obol, GOC:TermGenie, PMID:24785082]
GO:0042178	xenobiotic catabolic process	biological_process	F		The chemical reactions and pathways resulting in the breakdown of a xenobiotic compound, a compound foreign to the organim exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical. [GOC:jl, GOC:krc]
GO:0042220	response to cocaine	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cocaine stimulus. Cocaine is a crystalline alkaloid obtained from the leaves of the coca plant. [GOC:ef, GOC:jl]
GO:0042246	tissue regeneration	biological_process	F		The regrowth of lost or destroyed tissues. [GOC:curators]
GO:0042254	ribosome biogenesis	biological_process	F		A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis. [GOC:ma, PMID:26404467, Wikipedia:Ribosome_biogenesis]
GO:0042267	natural killer cell mediated cytotoxicity	biological_process	T		The directed killing of a target cell by a natural killer cell through the release of granules containing cytotoxic mediators or through the engagement of death receptors. [GOC:add, GOC:pr]
GO:0042273	ribosomal large subunit biogenesis	biological_process	F		A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a large ribosomal subunit; includes transport to the sites of protein synthesis. [GOC:jl]
GO:0042274	ribosomal small subunit biogenesis	biological_process	F		A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a small ribosomal subunit; includes transport to the sites of protein synthesis. [GOC:jl]
GO:0042307	positive regulation of protein import into nucleus	biological_process	F		Any process that activates or increases the frequency, rate or extent of movement of proteins from the cytoplasm into the nucleus. [GOC:jl]
GO:0042311	vasodilation	biological_process	T		An increase in the internal diameter of blood vessels, especially arterioles or capillaries, due to relaxation of smooth muscle cells that line the vessels, and usually resulting in a decrease in blood pressure. [GOC:pr, ISBN:0192800981]
GO:0042327	positive regulation of phosphorylation	biological_process	F		Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule. [GOC:jl]
GO:0042391	regulation of membrane potential	biological_process	T		Any process that modulates the establishment or extent of a membrane potential, the electric potential existing across any membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane. [GOC:jl, GOC:mtg_cardio, GOC:tb, ISBN:0198506732]
GO:0042472	inner ear morphogenesis	biological_process	T		The process in which the anatomical structures of the inner ear are generated and organized. The inner ear is the structure in vertebrates that contains the organs of balance and hearing. It consists of soft hollow sensory structures (the membranous labyrinth) containing fluid (endolymph) surrounded by fluid (perilymph) and encased in a bony cavity (the bony labyrinth). It consists of two chambers, the sacculus and utriculus, from which arise the cochlea and semicircular canals respectively. [GOC:jl, ISBN:0192801023]
GO:0042474	middle ear morphogenesis	biological_process	T		The process in which the anatomical structures of the middle ear are generated and organized. The middle ear is the air-filled cavity within the skull of vertebrates that lies between the outer ear and the inner ear. It is linked to the pharynx (and therefore to outside air) via the Eustachian tube and in mammals contains the three ear ossicles, which transmit auditory vibrations from the outer ear (via the tympanum) to the inner ear (via the oval window). [GOC:jl, ISBN:0192801023]
GO:0042475	odontogenesis of dentin-containing tooth	biological_process	T		The process whose specific outcome is the progression of a dentin-containing tooth over time, from its formation to the mature structure. A dentin-containing tooth is a hard, bony organ borne on the jaw or other bone of a vertebrate, and is composed mainly of dentin, a dense calcified substance, covered by a layer of enamel. [GOC:cjm, GOC:mah, GOC:mtg_sensu, PMID:10333884, PMID:15355794]
GO:0042476	odontogenesis	biological_process	T		The process whose specific outcome is the progression of a tooth or teeth over time, from formation to the mature structure(s). A tooth is any hard bony, calcareous, or chitinous organ found in the mouth or pharynx of an animal and used in procuring or masticating food. [GOC:jl, GOC:mah]
GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	biological_process	F		Any process that activates or increases the frequency, rate or extent of the introduction of a phosphate group to a tyrosine residue of a STAT (Signal Transducer and Activator of Transcription) protein. [GOC:jl, PMID:11426647]
GO:0042542	response to hydrogen peroxide	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydrogen peroxide (H2O2) stimulus. [GOC:jl]
GO:0042552	myelination	biological_process	T	T	The process in which myelin sheaths are formed and maintained around neurons. Oligodendrocytes in the brain and spinal cord and Schwann cells in the peripheral nervous system wrap axons with compact layers of their plasma membrane. Adjacent myelin segments are separated by a non-myelinated stretch of axon called a node of Ranvier. [GOC:dgh, GOC:mah]
GO:0042554	superoxide anion generation	biological_process	F		The enzymatic generation of superoxide, the superoxide anion O2- (superoxide free radical), or any compound containing this species, by a cell in response to environmental stress, thereby mediating the activation of various stress-inducible signaling pathways. [GOC:jl, PMID:12359750]
GO:0042572	retinol metabolic process	biological_process	F		The chemical reactions and pathways involving retinol, one of the three compounds that makes up vitamin A. [GOC:jl, http://www.indstate.edu/thcme/mwking/vitamins.html, PMID:1924551]
GO:0042573	retinoic acid metabolic process	biological_process	F		The chemical reactions and pathways involving retinoic acid, one of the three components that makes up vitamin A. [GOC:jl, http://www.indstate.edu/thcme/mwking/vitamins.html]
GO:0042593	glucose homeostasis	biological_process	F		Any process involved in the maintenance of an internal steady state of glucose within an organism or cell. [GOC:go_curators]
GO:0042594	response to starvation	biological_process	F		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a starvation stimulus, deprivation of nourishment. [GOC:go_curators]
GO:0042632	cholesterol homeostasis	biological_process	F		Any process involved in the maintenance of an internal steady state of cholesterol within an organism or cell. [GOC:go_curators]
GO:0042733	embryonic digit morphogenesis	biological_process	T		The process, occurring in the embryo, by which the anatomical structures of the digit are generated and organized. A digit is one of the terminal divisions of an appendage, such as a finger or toe. [GOC:bf, GOC:jl, UBERON:0002544]
GO:0042742	defense response to bacterium	biological_process	F		Reactions triggered in response to the presence of a bacterium that act to protect the cell or organism. [GOC:jl]
GO:0042744	hydrogen peroxide catabolic process	biological_process	F		The chemical reactions and pathways resulting in the breakdown of hydrogen peroxide (H2O2). [GOC:jl]
GO:0042752	regulation of circadian rhythm	biological_process	F		Any process that modulates the frequency, rate or extent of a circadian rhythm. A circadian rhythm is a biological process in an organism that recurs with a regularity of approximately 24 hours. [GOC:dph, GOC:jl, GOC:tb]
GO:0042755	eating behavior	biological_process	F		The specific behavior of an organism relating to the intake of food, any substance (usually solid) that can be metabolized by an organism to give energy and build tissue. [GOC:jl, GOC:pr, PMID:19361967]
GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	biological_process	F		The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage, and ends when the execution phase of apoptosis is triggered. [GOC:go_curators, GOC:mtg_apoptosis]
GO:0042776	proton motive force-driven mitochondrial ATP synthesis	biological_process	F		The transport of protons across a mitochondrial membrane to generate an electrochemical gradient (proton-motive force) that powers ATP synthesis. [GOC:mtg_sensu, ISBN:0716731363]
GO:0042789	mRNA transcription by RNA polymerase II	biological_process	F		The cellular synthesis of messenger RNA (mRNA) from a DNA template by RNA polymerase II, originating at an RNA polymerase II promoter. [GOC:jl, ISBN:0321000382]
GO:0042832	defense response to protozoan	biological_process	F		Reactions triggered in response to the presence of a protozoan that act to protect the cell or organism. [GOC:jl]
GO:0042908	xenobiotic transport	biological_process	F		The directed movement of a xenobiotic into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. A xenobiotic is a compound foreign to the organim exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical. [GOC:go_curators, GOC:krc]
GO:0042981	regulation of apoptotic process	biological_process	F		Any process that modulates the occurrence or rate of cell death by apoptotic process. [GOC:jl, GOC:mtg_apoptosis]
GO:0043001	Golgi to plasma membrane protein transport	biological_process	F		The directed movement of proteins from the Golgi to the plasma membrane in transport vesicles that move from the trans-Golgi network to the plasma membrane. [ISBN:0716731363]
GO:0043010	camera-type eye development	biological_process	F		The process whose specific outcome is the progression of the camera-type eye over time, from its formation to the mature structure. The camera-type eye is an organ of sight that receives light through an aperture and focuses it through a lens, projecting it on a photoreceptor field. [GOC:go_curators, GOC:mtg_sensu]
GO:0043029	T cell homeostasis	biological_process	T		The process of regulating the proliferation and elimination of T cells such that the total number of T cells within a whole or part of an organism is stable over time in the absence of an outside stimulus. [GOC:mgi_curators, ISBN:0781735149]
GO:0043065	positive regulation of apoptotic process	biological_process	F		Any process that activates or increases the frequency, rate or extent of cell death by apoptotic process. [GOC:jl, GOC:mtg_apoptosis]
GO:0043066	negative regulation of apoptotic process	biological_process	F		Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process. [GOC:jl, GOC:mtg_apoptosis]
GO:0043085	positive regulation of catalytic activity	biological_process	F		Any process that activates or increases the activity of an enzyme. [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]
GO:0043087	regulation of GTPase activity	biological_process	F		Any process that modulates the rate of GTP hydrolysis by a GTPase. [GOC:jl, GOC:mah]
GO:0043122	regulation of canonical NF-kappaB signal transduction	biological_process	F		Any process that modulates the canonical NF-kappaB signaling cascade. [GOC:jl, PMID:12773372]
GO:0043123	positive regulation of canonical NF-kappaB signal transduction	biological_process	F		Any process that activates or increases the frequency, rate or extent of a canonical NF-kappaB signaling cascade. [GOC:jl]
GO:0043124	negative regulation of canonical NF-kappaB signal transduction	biological_process	F		Any process that stops, prevents, or reduces the frequency, rate or extent of a canonical NF-kappaB signaling cascade. [GOC:jl]
GO:0043149	stress fiber assembly	biological_process	F		The aggregation, arrangement and bonding together of a set of components to form a stress fiber. A stress fiber is a contractile actin filament bundle that consists of short actin filaments with alternating polarity. [GOC:go_curators, GOC:mah, PMID:16651381]
GO:0043153	entrainment of circadian clock by photoperiod	biological_process	F		The synchronization of a circadian rhythm to photoperiod, the intermittent cycle of light (day) and dark (night). [GOC:jl]
GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	biological_process	F		Any process that stops, prevents, or reduces the frequency, rate or extent of a cysteine-type endopeptidase activity involved in the apoptotic process. [GOC:jl, GOC:mtg_apoptosis]
